Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2018,Quadree Henderson,Pittsburgh,WR,68,192,9.88,29.5,,4.5,12,32.5,120,4.28,6.89,
2018,Ishmael Hyman,James Madison (VA),WR,72,196,8.63,31.625,,4.49,,28.5,113,4.41,7.25,
2018,Richie James,Middle Tennessee State,WR,70.13,183,9.25,31.25,,4.48,6,35.5,122,4.16,6.87,11.44
2018,Adonis Jennings,Temple,WR,74.25,203,9.38,32.625,,4.61,,29.5,113,4.35,7.17,
2018,Ricky Jeune,Georgia Tech,WR,74.13,213,9.63,32.5,,4.6,14,34.5,116,4.43,7.07,
2018,Garrett Johnson,Kentucky,WR,70.25,169,8.75,30.375,,4.54,11,38.5,115,4.3,6.92,
2018,Christian Kirk,Texas A&M,WR,70.38,201,9.88,30.38,,4.47,20,35.5,115,4.45,7.09,12.03
2018,Keith Kirkwood,Temple,WR,74.5,221,9.5,33.75,,4.49,,33.5,122,4.47,7.05,
2018,Chris Lacy,Oklahoma State,WR,75,205,9.75,31.25,,4.51,11,33.5,120,4.64,7.4,
2018,Jordan Lasley,UCLA,WR,73,203,9.63,32.75,,4.5,8,34.5,112,4.19,7.38,
2018,Allen Lazard,Iowa State,WR,76.63,227,9.75,32.25,,4.55,17,38,122,4.37,7.22,
2018,Tavares Martin,Washington State,WR,72.63,177,9.13,32.13,,4.8,,31.5,108,4.56,7.2,
2018,Ray-Ray Mccloud,Clemson,WR,69.5,190,9.25,30.25,,4.53,13,34.5,113,4.36,7,
2018,Anthony Miller,Memphis,WR,71.13,201,10.63,31.63,,4.54,22,37.5,122,4.3,6.76,
2018,Steven Mitchell,Southern California,WR,70.25,189,9.38,30.38,,4.56,13,32.5,121,4.4,6.75,
2018,D.J. Moore,Maryland,WR,72,210,9.63,31.63,,4.42,15,39.5,132,4.07,6.95,11.18
2018,JMon Moore,Missouri,WR,74.63,207,9.38,32.88,,4.6,21,38,120,4.04,6.56,
2018,Charles Nelson,Oregon,WR,68.13,176,8.25,28.875,,4.61,15,30,111,4.39,7.17,
2018,Dante Pettis,Washington,WR,72.5,186,9.5,32.25,,,,,,,,
2018,Cam Phillips,Virginia Tech,WR,72.13,201,8.88,30.5,,4.83,11,28,110,4.49,7.3,
2018,Demornay Pierson-El,Nebraska,WR,68.63,194,9.63,30.875,,4.61,13,36,117,4.32,7.09,
2018,Brandon Powell,Florida,WR,68,181,8.88,29.25,,4.63,,30.5,112,4.19,6.99,
2018,Byron Pringle,Kansas State,WR,73.13,203,9.25,32,,4.46,15,33.5,120,4.4,6.87,
2018,Austin Proehl,North Carolina,WR,69.13,182,8.5,28.875,,,10,32.5,110,4.11,6.86,
2018,Trey Quinn,Southern Methodist (TX),WR,71.38,203,10.13,30.75,,4.55,17,33.5,116,4.19,6.91,11.4
2018,Damion Ratley,Texas A&M,WR,73.75,196,9.5,31,,4.43,11,36.5,121,4.27,7.03,
2018,Calvin Ridley,Alabama,WR,72.5,189,9.13,31.625,,4.43,15,31,110,4.41,6.88,
2018,Korey Robertson,Southern Mississippi,WR,72.63,212,9.13,32.875,,4.56,13,34,123,4.44,7.66,
2018,Terryon Robinson,Western Carolina,WR,69.63,194,8.88,31.5,,4.69,12,31.5,109,4.68,7.81,
2018,Shaq Roland,West Georgia,WR,72.63,184,8.38,31.25,,4.66,,28.5,109,4.48,7.01,
2018,Devin Ross,Colorado,WR,69.38,192,9.25,30.875,,4.56,15,33.5,120,4.27,7.05,
2018,Jaleel Scott,New Mexico State,WR,76.75,218,10,33.5,,4.56,16,34.5,124,4.4,7.2,
2018,Trent Sherfield,Vanderbilt,WR,72.25,203,9.63,31.875,,4.49,18,31,122,4.24,7.01,
2018,Cam Sims,Alabama,WR,75.63,212,9.63,33.25,,4.63,,32.5,120,4.53,7.68,
2018,Jordan Smallwood,Oklahoma,WR,74,219,9.13,31,,4.57,20,37.5,127,4.3,7.06,
2018,Thadd Smith,Boston College,WR,68.38,167,8.88,29.25,,4.55,9,32.5,117,4.47,7.11,
2018,TreQuan Smith,Central Florida,WR,73.75,203,9.5,33.375,,4.49,12,37.5,130,4.5,6.97,
2018,Kevin Spears,Jacksonville State (AL),WR,73.75,202,9.75,31.5,,4.73,3,,110,4.39,7.22,
2018,Equanimeous St. Brown,Notre Dame,WR,76.75,214,9.75,33,,4.48,20,33,,,,
2018,Courtland Sutton,Southern Methodist (TX),WR,75.38,218,9.75,32.375,,4.54,18,35.5,124,4.11,6.57,
2018,Auden Tate,Florida State,WR,76.88,228,9.38,33.75,,4.68,,31,112,4.62,7.48,
2018,Marquez Valdes-Scantling,South Florida,WR,76,206,10,32.25,,4.37,15,30.5,124,4.21,6.96,
2018,James Washington,Oklahoma State,WR,71,213,9.75,32.375,,4.54,14,34.5,120,4.32,7.11,
2018,Justin Watson,Pennsylvania,WR,74.38,215,9.25,33.75,,4.48,19,38.5,121,4.3,7.19,
2018,Jester Weah,Pittsburgh,WR,74.25,211,9.63,31.125,,4.43,15,38,129,4.41,7.24,
2018,KaRaun White,West Virginia,WR,73,206,9.63,32.25,,4.52,24,33.5,118,4.57,7.16,
2018,Jake Wieneke,South Dakota State,WR,76,221,9.88,33,,4.67,9,34,114,4.37,7.24,
2018,Taj Williams,Texas Christian,WR,74.88,199,9.25,32.125,,4.54,,32.5,121,4.48,7.16,
2018,Cedrick Wilson,Boise State,WR,74.25,197,9.75,31.5,,4.55,9,37,121,4.23,6.89,
2018,Javon Wims,Georgia,WR,74.88,215,9.25,31.5,,4.53,,33.5,113,4.57,7,
2017,Ishmael Adams,UCLA,WR,67.88,186,9,29.75,,4.54,14,25.5,108,4.29,7.14,
2017,Rodney Adams,South Florida,WR,73.25,189,9,32,,4.44,8,29.5,125,4.28,6.98,11.39
2017,Quincy Adeboyejo,Mississippi,WR,74.75,197,9.38,31.75,,4.42,8,34.5,123,4.14,6.73,
2017,Tommy Armstrong,Nebraska,WR,72.38,216,9.88,31,,4.61,15,36,120,4.15,6.87,
2017,Josh Atkinson,Tulsa (OK),WR,72.25,200,10.25,32.625,,4.78,11,31.5,112,4.43,7.14,
2017,Victor Bolden,Oregon State,WR,68.13,178,9,31.13,,4.54,9,32,117,4.22,6.83,11.14
2017,Kendrick Bourne,Eastern Washington,WR,73.25,203,9.13,32.5,,4.68,9,34,125,4.21,6.73,12.21
2017,Billy Brown,Shepherd (WV),WR,75.38,254,10.38,33,,4.7,23,29,118,4.14,7.01,11.75
2017,Noah Brown,Ohio State,WR,74,222,9.13,31.75,,4.6,19,,,4.33,7.07,
2017,KD Cannon,Baylor,WR,71.13,182,8.88,30.75,,4.41,13,37,119,4.2,7.21,
2017,Jehu Chesson,Michigan,WR,74.75,204,9.13,33.25,,4.47,10,35.5,132,4.09,6.7,
2017,Stacy Coley,Miami (FL),WR,72.13,195,9.75,32.25,,4.45,10,34,122,4.39,7.3,
2017,Amara Darboh,Michigan,WR,73.75,214,9.88,32.63,,4.45,17,36,124,4.26,6.92,11.88
2017,Corey Davis,Western Michigan,WR,74.75,209,9.13,33,31,,,,,4.28,,11.48
2017,Marcus Davis,Auburn,WR,69,179,9.75,30,,4.57,,30,111,4.5,7.6,
2017,Reggie Davis,Georgia,WR,71.63,158,9.25,31.75,,4.4,3,30.5,112,4.16,7.05,
2017,Reginald Davis,Texas Tech,WR,71.75,182,9.25,31,,4.48,8,33.5,121,4.34,6.87,
2017,Robert Davis,Georgia State,WR,74.75,219,9.63,33,,4.44,19,41,136,4.28,6.82,11.77
2017,Malachi Dupre,Louisiana State,WR,74.13,196,9,31.5,,4.52,11,39.5,135,4.26,7.19,
2017,Travin Dural,Louisiana State,WR,73,202,9,32,,4.57,,30.5,116,4.55,7.29,
2017,Amba Etta-Tawo,Syracuse,WR,73.25,208,9.13,32,,4.49,14,31,126,4.32,6.95,
2017,Isaiah Ford,Virginia Tech,WR,73.25,194,9.25,32.63,,4.61,14,35.5,127,4.34,6.94,
2017,Ahmad Fulwood,Florida,WR,76.13,202,9.25,32,,4.55,,33,121,4.42,7.4,
2017,Shelton Gibson,West Virginia,WR,71.13,191,8.88,32,,4.5,8,32,118,4.2,6.83,11.79
2017,Chris Godwin,Penn State,WR,73,209,9.13,31.625,,4.42,19,36,125,4,7.01,
2017,Kenny Golladay,Northern Illinois,WR,75.75,218,9.75,32,,4.5,18,35.5,120,4.15,7,
2017,Deante Gray,Texas Christian,WR,67.88,184,7.88,30.25,,4.47,11,31,112,4.32,7.12,
2017,Trey Griffey,Arizona,WR,74.13,209,9.75,32.125,,4.63,16,31,115,4.54,7.43,
2017,Chad Hansen,California,WR,73.75,202,10.13,32.13,,4.53,11,35,119,4.13,6.74,11.17
2017,Justin Hardee,Illinois,WR,72.63,197,9.5,32.25,,4.4,16,33,126,4.3,7.39,
2017,Keon Hatcher,Arkansas,WR,73.25,212,9.5,32,,4.64,16,,,4.28,,
2017,Carlos Henderson,Louisiana Tech,WR,70.75,199,9.13,31.38,,4.46,13,36,131,4.35,7.18,
2017,Krishawn Hogan,Marian (IN),WR,74.63,222,9.88,32.13,,4.56,13,36.5,124,4.21,6.74,
2017,Mack Hollins,North Carolina,WR,75.75,221,9.75,33.25,,4.53,,,,,,
2017,Brandon Holloway,Mississippi State,WR,67,160,9,29.75,,4.38,,37,119,4.13,6.98,
2017,Bug Howard,North Carolina,WR,75.63,221,10.38,33.13,,4.58,14,37.5,119,4.14,6.95,
2017,Zay Jones,East Carolina (NC),WR,73.88,201,9,32.5,,4.45,15,36.5,133,4.01,6.79,
2017,Cooper Kupp,Eastern Washington,WR,73.75,204,9.5,31.5,37,4.62,,31,116,4.08,6.75,
2017,Jerome Lane,Akron,WR,74.13,226,9.75,31.5,,4.6,16,35,125,4.12,6.87,
2017,Keevan Lucas,Tulsa (OK),WR,69.13,192,9.88,31.88,,4.55,11,32.5,119,4.43,7.23,
2017,Josh Malone,Tennessee,WR,74.63,208,9.63,31.38,,4.4,10,30.5,121,4.19,7.05,11.32
2017,Gabe Marks,Washington State,WR,70.75,189,8.75,30.38,,4.56,11,29.5,117,4.2,7.01,
2017,Isaiah McKenzie,Georgia,WR,67.25,173,8.88,28.875,,4.42,11,36,123,4.15,6.64,
2017,Alonzo Moore,Nebraska,WR,72.88,199,9.88,31.625,,4.51,,30.5,116,4.21,6.9,
2017,David Moore,East Central (OK),WR,72.63,219,9.5,30.625,,4.47,25,35,121,4.42,7.09,
2017,Drew Morgan,Arkansas,WR,71.75,190,9.5,30.38,,4.74,10,30,112,4.12,6.85,11.31
2017,Speedy Noil,Texas A&M,WR,71.13,199,9.25,30,,4.49,18,43.5,133,,,
2017,Francis Owusu,Stanford,WR,74.5,221,9,32,,4.41,11,37.5,124,4.17,7.18,
2017,Zach Pascal,Old Dominion (VA),WR,73.75,219,10,32,,4.55,14,36,126,4.29,7.11,
2017,James Quick,Louisville,WR,72.25,186,9,30.75,,4.6,11,31,115,4.39,7,
2017,Michael Rector,Stanford,WR,72.13,193,9.25,32.5,,4.42,12,36.5,129,4.19,6.77,
2017,Josh Reynolds,Texas A&M,WR,74.75,194,9.38,31.5,,4.52,,37,124,4.13,6.83,11.68
2017,Jalen Robinette,Air Force,WR,74.75,220,10.88,32.38,,4.62,13,31.5,120,4.46,6.77,
2017,Darreus Rogers,Southern California,WR,72.63,216,10.13,32,,4.94,8,26.5,112,4.54,7.22,11.39
2017,Fred Ross,Mississippi State,WR,72.63,213,9.25,31.25,,4.51,10,35,113,4.28,6.99,
2017,John Ross,Washington,WR,70.75,188,8.75,31.5,16,4.22,,37,133,4.33,,
2017,Travis Rudolph,Florida State,WR,72.25,189,9.25,31.88,,4.65,12,31.5,114,4.46,6.93,
2017,Curtis Samuel,Ohio State,WR,71,196,9.5,31.25,22,4.31,18,37,119,4.33,7.09,
2017,Kendall Sanders,Arkansas State,WR,70.88,196,10.25,32.5,,4.6,14,37.5,125,4.66,7.66,
2017,Artavis Scott,Clemson,WR,70.25,193,9.38,31,,4.61,13,31,116,4.49,7.19,
2017,Ricky Seals-Jones,Texas A&M,WR,76.63,243,9.63,33.13,,4.69,17,28,121,4.33,7.46,
2017,R.J. Shelton,Michigan State,WR,70.25,200,9,30.25,,4.68,16,30.5,106,4.27,7.02,
2017,Corey Smith,Ohio State,WR,72.25,183,9.13,30.625,,4.75,,33.5,114,4.27,7.39,
2017,JuJu Smith-Schuster,Southern California,WR,73.25,215,10.5,32.88,,4.54,15,32.5,120,5.01,7.04,
2017,Dwayne Stanford,Oregon,WR,75.25,213,10.63,33.5,,,16,,,,,
2017,Jamari Staples,Louisville,WR,75,195,9.5,33.5,,4.51,,36,130,4.14,,
2017,Tony Stevens,Auburn,WR,76,212,9.63,32.375,,4.53,11,33,123,4.38,7.26,
2017,ArDarius Stewart,Alabama,WR,71.25,204,9.38,32.5,20,4.49,,34,124,4.21,,11.23
2017,Manny Stocker,Pittsburgh,WR,73.38,210,9.5,31,,4.55,,31.5,124,4.42,7.35,
2017,Damoreea Stringfellow,Mississippi,WR,73.88,218,10.63,33.25,,4.66,16,34.5,127,4.58,7.36,
2017,Ryan Switzer,North Carolina,WR,68.5,181,9.25,28,,4.51,11,32,116,4,6.77,11.14
2017,Taywan Taylor,Western Kentucky,WR,71,203,9.25,32.63,,4.5,13,33.5,132,4.21,6.57,
2017,Trent Taylor,Louisiana Tech,WR,67.63,181,8.25,28.75,,4.63,13,33,117,4.01,6.74,
2017,Noel Thomas,Connecticut,WR,72.13,205,8.75,30,,4.63,9,32.5,118,,,
2017,Chris Thompson,Florida,WR,71.13,171,9.25,31.125,,4.52,5,33,118,4.29,7.11,
2017,Ryan Timmons,Kentucky,WR,70,201,8.38,29.625,,4.51,14,30.5,108,4.41,7.24,
2017,Greg Ward,Houston,WR,70.5,182,9.88,31.125,,4.63,10,33,112,4.35,7.01,
2017,Dede Westbrook,Oklahoma,WR,71.63,178,9,30.625,,4.43,7,33,117,4.38,7.31,
2017,Jordan Westerkamp,Nebraska,WR,71.25,194,9.38,30.5,,,,,,,,
2017,Robert Wheelwright,Wisconsin,WR,73.88,205,9.13,31.875,,4.64,14,36.5,125,4.18,6.79,
2017,Kermit Whitfield,Florida State,WR,67.75,185,8.5,30,,4.44,8,32.5,120,4.37,7.17,
2017,Chad Williams,Grambling State (LA),WR,72.5,207,9.75,32,,4.47,20,34,120,4.25,7.17,
2017,Jalen Williams,Massachusetts,WR,74.38,209,9.38,31,,4.59,13,39,116,,,
2017,Mike Williams,Clemson,WR,75.75,218,9.38,33.38,17,4.58,15,32.5,121,,,
2017,Dontre Wilson,Ohio State,WR,70.13,183,8.5,30.625,,4.62,,31.5,109,4.14,7.07,
2017,Jesus Wilson,Florida State,WR,69.13,189,9.38,31.375,,4.57,10,,119,4.57,,
2017,DeAngelo Yancey,Purdue,WR,73.63,220,9.75,32.875,,4.57,20,34,118,4.31,6.95,
2017,Ishmael Zamora,Baylor,WR,75.5,224,8.38,33,,4.57,12,32.5,117,4.35,7.27,
2016,Bralon Addison,Oregon,WR,69.25,197,9.13,29.5,,4.66,13,34.5,116,4.14,6.95,11.53
2016,Geronimo Allison,Illinois,WR,75.25,196,9.5,32.88,,4.67,,33,127,4.28,7.4,11.54
2016,Robby Anderson,Temple,WR,74.88,187,8.63,30,,4.4,7,35,125,4.31,7.18,
2016,Demarcus Ayers,Houston,WR,69.38,182,9.25,31.25,,4.72,,33,123,4.39,7.41,
2016,Moritz Boehringer,Schwabisch Hall,WR,76.5,227,9.5,32.625,,4.53,16,37.5,128,4.13,6.75,
2016,Tyler Boyd,Pittsburgh,WR,73.5,197,9.75,32,,4.58,11,34,119,4.35,6.9,
2016,Daniel Braverman,Western Michigan,WR,69.88,175,9.13,28.75,,4.57,9,27,109,4.2,6.99,
2016,Chris Brown,Notre Dame,WR,74,194,9,32.25,,4.54,13,32,127,4.45,7.48,
2016,Aaron Burbridge,Michigan State,WR,72,206,8.25,31.63,,4.56,20,30.5,115,4.31,7.22,11.9
2016,Devon Cajuste,Stanford,WR,75.75,234,10.75,33,,4.62,12,36,123,4.2,6.49,11.5
2016,Leonte Carroo,Rutgers,WR,71.88,211,9.63,31.38,,4.5,14,35.5,120,,,
2016,Corey Coleman,Baylor,WR,70.63,194,9,30.25,,4.44,17,40.5,129,,,
2016,Pharoh Cooper,South Carolina,WR,71.13,203,9.13,32.25,,4.69,15,31,115,4.3,7.26,
2016,Cody Core,Mississippi,WR,74.63,205,10.38,32,,4.47,14,31.5,119,4.38,6.89,
2016,Quinshad Davis,North Carolina,WR,75.38,218,9.63,33.375,,4.73,16,30,110,4.39,7.18,
2016,Trevor Davis,California,WR,73.13,188,10,31,,4.42,11,38.5,124,4.22,6.6,10.94
2016,Josh Doctson,Texas Christian,WR,74,202,9.88,31.88,,4.5,14,41,131,4.08,6.84,11.06
2016,D.J. Foster,Arizona State,WR,70.25,193,9.25,30.5,,4.57,14,35.5,117,4.07,6.75,11.12
2016,Devin Fuller,UCLA,WR,72,194,9.5,30.5,,4.43,,34.5,121,4.11,7.14,
2016,Will Fuller,Notre Dame,WR,72.13,186,8.25,30.75,,4.32,10,33.5,126,4.27,6.93,11.44
2016,Keyarris Garrett,Tulsa (OK),WR,75.38,220,9,34.5,,4.53,14,36.5,128,4.33,7.3,11.72
2016,Jakeem Grant,Texas Tech,WR,65.88,165,8.63,29.75,,4.41,14,35,114,4.07,7.14,
2016,Rashard Higgins,Colorado State,WR,73.38,196,9.75,32.25,,4.64,13,32,116,4.56,7.3,
2016,Tyreek Hill,West Alabama,WR,68.13,185,8,30.5,,4.33,12,39,126,4.1,6.64,
2016,Johnny Holton,Cincinnati,WR,72.63,190,9.88,32.88,,4.54,8,31.5,123,4.24,7.01,
2016,Daje Johnson,Texas,WR,68.38,184,8.88,27.875,,4.52,17,36.5,119,,,
2016,Marcus Johnson,Texas,WR,72.88,204,9.25,31.875,,4.43,21,35.5,132,4.43,7.37,
2016,Cayleb Jones,Arizona,WR,74.63,209,9.25,32.75,,4.65,9,33.5,109,4.14,6.99,11.46
2016,Malachi Jones,Appalachian State (NC),WR,73.75,211,9.63,32.25,,4.57,13,36,122,4.34,7.01,
2016,Kenny Lawler,California,WR,74.5,203,10.5,33.38,,4.64,,31,111,4.2,7.13,11.28
2016,Roger Lewis,Bowling Green (OH),WR,72.38,201,9.75,32,,4.57,8,33.5,116,4.49,7.69,
2016,Kolby Listenbee,Texas Christian,WR,72,197,8.25,31.38,,4.39,15,35.5,129,,,
2016,Ricardo Louis,Auburn,WR,73.75,215,9.5,32.38,,4.43,18,38,132,4.36,7.18,
2016,Devin Lucien,Arizona State,WR,72.5,201,10.13,31.875,,4.53,12,33,114,4.34,7.04,
2016,Byron Marshall,Oregon,WR,69.38,201,9.5,30.25,,4.6,17,28,108,4.23,7.1,
2016,Jalin Marshall,Ohio State,WR,70.5,200,9.63,31.5,,4.6,16,37.5,125,4.13,6.8,
2016,Mitch Mathews,Brigham Young,WR,77.63,222,10.38,32.75,,4.53,11,34.5,126,4.29,7.1,
2016,KJ Maye,Minnesota,WR,68.13,191,8.25,30.5,,4.65,9,31.5,110,4.39,7.29,
2016,Mekale McKay,Cincinnati,WR,75.63,207,9.5,30.63,,4.55,12,35,123,4.63,7.08,11.89
2016,Jaydon Mickens,Washington,WR,69.88,174,9,28.875,,4.58,12,34,118,3.97,6.73,
2016,Braxton Miller,Ohio State,WR,73.38,201,9.13,31.75,,4.5,17,35,123,4.07,6.65,10.84
2016,Malcolm Mitchell,Georgia,WR,71.63,198,10.5,32.63,,4.45,15,36,129,4.34,6.94,
2016,Chris Moore,Cincinnati,WR,73,206,9.38,33.38,,4.53,10,37,130,4.2,6.76,11.37
2016,Joe Morrow,Mississippi State,WR,75.63,211,8.63,33.875,,,,,,,,
2016,Durron Neal,Oklahoma,WR,71,194,9.25,30.5,,4.58,12,31,118,4.5,7.33,
2016,Dennis Norfleet,Tuskegee (AL),WR,66.25,159,8.5,27.5,,4.68,,29,112,4.36,6.88,
2016,Marquez North,Tennessee,WR,74.5,223,10.25,33.38,,4.48,17,35,123,4.13,6.9,
2016,Jordan Payton,UCLA,WR,73.13,207,10.13,32.5,,4.47,,34.5,121,4.33,7.08,
2016,Charone Peake,Clemson,WR,74.38,209,9.25,34,,4.45,12,35.5,122,4.46,6.96,11.69
2016,Latroy Pittman,Florida,WR,70.88,207,10,32.25,,4.73,13,27.5,100,4.79,7.39,
2016,Darius Powe,California,WR,74.88,220,9,33.5,,4.53,16,33,117,4.33,7.05,
2016,Demarcus Robinson,Florida,WR,73.38,203,9.5,33,,4.59,8,34.5,123,4.19,6.77,
2016,Devonte Robinson,Utah State,WR,73.25,188,8.88,30.25,,4.37,,36.5,125,4.42,7.44,
2016,Alonzo Russell,Toledo,WR,75.63,206,9.5,33.88,,4.54,12,29.5,112,4.33,7.18,11.88
2016,Rashawn Scott,Miami (FL),WR,72.88,199,9.38,31.38,,4.58,17,32.5,116,4.37,6.99,
2016,Canaan Severin,Virginia,WR,74.13,212,9.75,33.125,,,,,,,,
2016,Hunter Sharp,Utah State,WR,71.5,198,9.38,31.63,,4.58,12,32.5,116,4.19,7.12,11.4
2016,Tajae Sharpe,Massachusetts,WR,74,194,8.38,32.25,,4.55,11,33.5,114,,,
2016,Sterling Shepard,Oklahoma,WR,70.25,194,9.75,30.38,,4.48,20,41,123,4.35,7,
2016,Brandon Shippen,Temple,WR,70.63,195,9,30.375,,4.59,16,30,114,4.24,6.87,
2016,Nelson Spruce,Colorado,WR,73.13,206,10,30,,4.69,12,35,114,4.2,7.09,11.9
2016,Michael Thomas,Ohio State,WR,74.75,212,10.5,32.13,,4.57,18,35,126,4.13,6.8,11.7
2016,Mike Thomas,Southern Mississippi,WR,73.25,193,9.38,31.375,,4.58,15,34.5,123,4.3,7.17,
2016,Laquon Treadwell,Mississippi,WR,74,221,9.5,33.38,,4.68,12,33,117,4.34,7.15,
2016,Bryce Treggs,California,WR,71.38,190,9.13,30.875,,4.43,15,32.5,119,4.23,7.11,
2016,Damien Washington,North Carolina,WR,71.88,190,9,31.625,,4.51,15,33.5,119,4.35,6.93,
2016,Herb Waters,Miami (FL),WR,71.75,188,9.25,32.625,,4.55,13,37,118,4.14,6.84,
2016,Andrew Williams,Youngstown State (OH),WR,74.63,191,9.88,31.5,,4.71,12,37,123,4.36,7.24,
2016,Duke Williams,Auburn,WR,74.25,229,9.25,32.5,,4.72,14,30,121,4.47,7.43,
2016,DeRunnya Wilson,Mississippi State,WR,76.63,224,9.25,33.88,,4.85,12,28,113,4.56,7.32,
2015,Nelson Agholor,Southern California,WR,72.13,198,9.25,32.25,,4.42,12,35,122,4.38,6.94,
2015,Mario Alford,West Virginia,WR,68.5,180,9.38,31.25,,4.43,13,34,121,4.07,6.64,11.22
2015,Dres Anderson,Utah,WR,73.13,187,9.38,31.63,,4.53,13,,118,4.26,6.94,
2015,DeJuan Beard,Washburn (KS),WR,73,195,,,,4.56,,,,,,
2015,Kenny Bell,Nebraska,WR,73.13,197,9.25,31.63,,4.42,7,41.5,129,4.15,6.66,11.6
2015,Michael Bennett,Georgia,WR,73.63,202,10.25,33.63,,4.59,,,,,,
2015,Da'Ron Brown,Northern Illinois,WR,72.13,205,10.25,32,,4.54,17,37,120,4.11,7.04,
2015,Damiere Byrd,South Carolina,WR,69.25,162,8,29.875,,4.39,12,40.5,128,4.13,6.7,
2015,DeAndre Carter,Sacramento State (CA),WR,68.5,186,8.75,30.625,,4.48,16,37,123,3.84,6.75,
2015,Marquez Clark,Central Oklahoma,WR,70.25,190,10,32,,4.58,11,32.5,121,4.27,7.18,
2015,Kaelin Clay,Utah,WR,69.63,195,9,30.88,,4.51,10,33,113,4.26,6.97,
2015,Sammie Coates,Auburn,WR,73.38,212,9.38,33.38,14,4.43,23,41,131,4.06,6.98,11.81
2015,Chris Conley,Georgia,WR,73.88,213,9.88,33.75,,4.35,18,45,139,4.3,7.06,11.65
2015,Kenny Cook,Gardner-Webb (NC),WR,75.38,215,10.38,34.5,,4.56,11,31.5,117,4.41,7.24,
2015,Amari Cooper,Alabama,WR,72.88,211,10,31.5,21,4.42,,33,120,3.98,6.71,
2015,Jamison Crowder,Duke,WR,68.38,185,8.75,30.38,,4.56,10,37,115,4.32,7.17,
2015,DaVaris Daniels,Notre Dame,WR,73.5,201,9,31.25,,4.62,13,37,122,4.39,6.92,
2015,Andre Davis,South Florida,WR,72.88,207,9.5,34,,4.55,,30.5,115,4.37,7.2,
2015,Devante Davis,Nevada Las Vegas,WR,74.88,220,9.5,32.38,,4.57,16,35.5,115,4.12,7.25,11.6
2015,Geremy Davis,Connecticut,WR,74.38,216,9.5,32.25,,4.58,23,36.5,124,4.18,6.86,11.28
2015,Titus Davis,Central Michigan,WR,72.75,196,8.25,29.63,,4.51,,32.5,119,4.28,7.14,
2015,Andre Debose,Florida,WR,71.63,190,8.63,32.25,,4.49,11,36,120,4.13,7.04,
2015,Stefon Diggs,Maryland,WR,72,195,10,31.25,,4.46,10,35,115,4.32,7.03,
2015,Phillip Dorsett,Miami (FL),WR,69.75,185,9.38,30.25,,4.33,13,37,122,4.11,6.7,
2015,Quinton Dunbar,Florida,WR,73.63,195,9.5,32.625,,4.44,6,33.5,117,4.2,7.21,
2015,Lemar Durant,Simon Fraser (Canada),WR,73.63,231,10,31.125,,4.59,26,35.5,114,4.6,7.29,
2015,George Farmer,Southern California,WR,72.75,220,8.63,33,,4.38,18,33,120,4.31,7.11,
2015,Clay Fuller,Baylor,WR,73,210,,,,4.55,,,,,,
2015,Devin Funchess,Michigan,WR,76.25,232,9.75,33.5,,4.7,17,38.5,122,4.52,7.09,
2015,Devin Gardner,Michigan,WR,75.5,217,9.5,33.125,,4.62,14,34,114,4.46,7.07,
2015,Keyarris Garrett,Tulsa (OK),WR,75,206,9,34.5,,4.64,14,36.5,128,4.33,7.3,11.72
2015,Antwan Goodley,Baylor,WR,70.25,209,9.25,30.75,,4.44,,33.5,124,4.42,7.3,
2015,Christian Green,Florida State,WR,72.75,196,9,31.25,,4.54,15,32.5,119,4.49,7.15,
2015,Dorial Green-Beckham,Oklahoma,WR,77.13,237,9,32.5,20,4.49,13,33.5,119,4.45,6.89,11.89
2015,Deontay Greenberry,Houston,WR,73,198,9.5,31.25,,4.64,20,34,113,4.35,7.34,
2015,Rashad Greene,Florida State,WR,71.38,182,9,31.63,24,4.53,,36.5,122,4.12,6.88,
2015,Rannell Hall,Central Florida,WR,72.38,198,8.63,30.5,,4.6,16,41,132,4.15,6.86,
2015,Justin Hardy,East Carolina (NC),WR,70.25,192,10,32.13,,4.56,11,36.5,114,4.21,6.63,
2015,Chris Harper,California,WR,70.75,176,9.13,31.875,,4.53,10,33.5,117,4.4,7.14,
2015,Josh Harper,Frenso State (CA),WR,72.88,191,8.75,30.88,,4.64,13,32,108,4.36,7.15,12.26
2015,R.J. Harris,New Hampshire,WR,71.88,191,9.13,33.125,,4.68,17,36,124,4.24,7.34,
2015,Nick Harwell,Kansas,WR,71.25,193,9.63,30.125,,4.57,8,33,120,4.24,6.84,
2015,Austin Hill,Arizona,WR,74.13,214,9.75,31.625,,4.59,16,35,118,4.15,6.83,
2015,Anthony Johnson,West Texas A&M,WR,73.75,194,10.38,33,,4.56,20,24.5,102,4.83,7.93,
2015,Vernon Johnson,Texas A&M-Commerce,WR,72,188,9.75,31.375,,4.47,17,35.5,124,4.51,7.48,
2015,Chris Jones,Alabama,WR,70.13,182,9,32.75,,4.63,8,32.5,119,4.19,6.91,
2015,Tebucky Jones,Fordham (NY),WR,71,197,,,,4.53,,,,,,
2015,Tony Jones,Northwestern,WR,71.38,197,8.88,30.75,,4.42,,,,,,
